matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
4348,Reformed Square,"NA1_4260759089",-5,-7,-2624,-0.8,-770,-1,1005,10,0
4349,Reformed Square,"NA1_4258825825",-15,-22,-15505,-2.4,-19033,2,1821,10,0
4350,Reformed Square,"NA1_4258508382",-11,-14,-6146,-0.4,-11778,-3,2311,10,0
4351,Reformed Square,"NA1_4257937922",-23,-21,-17652,-2.4,-16526,-4,1575,10,0
4352,Reformed Square,"NA1_4257524621",18,42,8435,1.8,7670,2,2052,10,1
4353,Reformed Square,"NA1_4257424954",-13,-16,-7210,-1.2,-2115,-2,955,10,0
4354,Reformed Square,"NA1_4254124483",-27,-34,-16084,-1.6,-18693,-3,1391,10,0
4355,Reformed Square,"NA1_4254067458",-9,-18,-9020,-1,-17073,0,1559,10,0
4356,Reformed Square,"NA1_4253287453",-27,-31,-15455,-1.8,-23577,-2,1161,10,0
4357,Reformed Square,"NA1_4252528170",-1,2,-5063,-0.4,-4523,4,2270,10,0
4358,Reformed Square,"NA1_4251828977",7,30,-3866,-0.8,-6744,1,2048,10,0
4359,Reformed Square,"NA1_4250820851",4,11,9974,1.4,19290,4,1859,10,1
4360,Reformed Square,"NA1_4250307162",15,9,5591,0.2,9631,1,2055,10,1
4361,Reformed Square,"NA1_4248418186",-23,-20,-13252,-1.6,-20424,-1,1632,10,0
4362,Reformed Square,"NA1_4247872905",-19,-18,-13766,-2.2,-19929,-2,1219,10,0
4363,Reformed Square,"NA1_4247800358",5,17,7236,1,17137,-4,1995,10,1
4364,Reformed Square,"NA1_4247745622",2,-9,-309,-0.2,680,-1,1988,10,0
4365,Reformed Square,"NA1_4247202831",24,42,8713,0.8,15194,3,1810,10,1
4366,Reformed Square,"NA1_4247063115",-4,-9,4253,0.2,12408,-4,2319,10,1
4367,Reformed Square,"NA1_4247029847",9,22,9280,0.8,13347,3,2076,10,1
4368,Reformed Square,"NA1_4246827342",13,27,8601,1.2,24447,4,1868,10,1
4369,Reformed Square,"NA1_4243598474",16,4,13292,1,20376,1,1520,10,1
4370,Reformed Square,"NA1_4242403768",-12,-24,-9325,-1,-15622,-4,1479,10,0
4371,Reformed Square,"NA1_4242238706",-14,-33,-7745,-1.4,-3161,-1,1268,10,0
4372,Reformed Square,"NA1_4241975475",12,15,8318,1.4,12209,1,2021,10,1
4373,Reformed Square,"NA1_4240128662",-3,-16,-3654,-1,-4743,2,1887,10,0
4374,Reformed Square,"NA1_4239260563",-16,-25,-6033,-0.8,-14381,-3,1972,10,0
4375,Reformed Square,"NA1_4238362706",-21,-38,-11063,-2.4,-16952,-4,1534,10,0
4376,Reformed Square,"NA1_4238328458",29,41,12203,1.4,5054,2,1307,10,1
4377,Reformed Square,"NA1_4237147226",-21,-18,-12956,-1.6,-11677,-2,1362,10,0
4378,Reformed Square,"NA1_4235856498",12,41,9387,1.4,1574,2,2070,10,1
4379,Reformed Square,"NA1_4235586771",15,28,6433,1.2,4747,4,1590,10,1
4380,Reformed Square,"NA1_4234904457",12,35,7752,1,17186,2,1843,10,1
4381,Reformed Square,"NA1_4234897236",-21,-25,-10148,-1.4,-9080,-4,1574,10,0
4382,Reformed Square,"NA1_4234394254",-18,-28,-8414,-0.4,-32789,-3,2090,10,0
4383,Reformed Square,"NA1_4233404739",28,50,13315,1.6,16533,3,2099,10,1
4384,Reformed Square,"NA1_4233179853",-7,-11,-7140,-0.4,-18676,-2,1628,10,0
4385,Reformed Square,"NA1_4232807421",12,22,6125,1.6,12852,2,1694,10,1
4386,Reformed Square,"NA1_4232321519",9,6,2719,0.2,3738,-2,2456,10,1
4387,Reformed Square,"NA1_4231689108",-5,14,-8208,-0.4,-8917,0,2451,10,0
4388,Reformed Square,"NA1_4230881426",-2,-27,3379,0.2,11747,4,2379,10,1
4389,Reformed Square,"NA1_4230052497",11,26,6576,0.4,14777,2,1750,10,1
4390,Reformed Square,"NA1_4229725971",-12,-27,-7623,-1.4,-12358,1,1960,10,0
4391,Reformed Square,"NA1_4229763523",0,0,-406,0,-434,0,192,10,0
4392,babydilly,"NA1_4253469675",-17,-12,-11696,-1.2,-10621,-2,1754,10,0
4393,babydilly,"NA1_4253456763",9,36,4759,1.6,11450,3,1752,10,1
4394,babydilly,"NA1_4253394352",-17,-30,-13979,-1.8,-11166,-4,1704,10,0
4395,babydilly,"NA1_4253348004",12,17,8787,1,14382,1,1919,10,1
4396,babydilly,"NA1_4253353254",10,6,2789,0.6,-10476,1,2181,10,0
4397,babydilly,"NA1_4253303864",-14,-8,-11716,-0.8,-21723,-2,1207,10,0
4398,babydilly,"NA1_4253286645",27,25,9379,1.6,11544,2,1838,10,1
4399,babydilly,"NA1_4252347469",28,23,17153,1.4,19015,3,1240,10,1
4400,babydilly,"NA1_4245730007",-8,-11,-7049,-0.4,-4199,-4,1483,10,0
4401,babydilly,"NA1_4245647294",8,21,6706,1,7987,-3,2303,10,1
4402,babydilly,"NA1_4245645385",19,25,16120,1.4,17220,3,1211,10,1
4403,babydilly,"NA1_4245682191",-11,-32,-4153,0,-8877,-2,1542,10,0
4404,babydilly,"NA1_4245314299",-16,-30,-15222,-1.8,-25126,-3,1227,10,0
4405,babydilly,"NA1_4245182555",-3,-15,-3551,-1.2,566,0,2358,10,0
4406,babydilly,"NA1_4245119717",5,7,6753,2,4218,0,1029,10,1
4407,babydilly,"NA1_4245103933",-19,-13,-6184,-1,-8804,-3,1850,10,0
4408,babydilly,"NA1_4245048929",14,14,10834,1.4,16857,4,1767,10,1
4409,babydilly,"NA1_4245062883",4,1,3292,-0,15071,-2,2025,10,1
4410,babydilly,"NA1_4243107142",-19,1,-9680,-0.2,-25178,0,1977,10,0
4411,babydilly,"NA1_4242400924",15,16,12176,1.6,11431,-2,996,10,1
4412,babydilly,"NA1_4241329068",-12,5,-7827,-0.4,-14681,-1,1987,10,0
4413,babydilly,"NA1_4241244933",-16,-22,-6544,-1,-11655,0,1874,10,0
4414,babydilly,"NA1_4241221585",-15,-35,-15270,-0.8,-17071,-2,1624,10,0
4415,babydilly,"NA1_4241200478",-13,-11,-12794,-1.2,-10128,-2,1010,10,0
4416,babydilly,"NA1_4241197286",-16,-14,-11548,-1,-14868,-2,976,10,0
4417,babydilly,"NA1_4241195285",20,28,12960,1.6,11846,0,1634,10,1
4418,babydilly,"NA1_4241164729",-8,-25,-13909,-2,-14072,-2,1539,10,0
4419,babydilly,"NA1_4241163582",-14,-7,-10545,-1.2,-11008,-2,990,10,0
4420,babydilly,"NA1_4240254639",-17,-44,-6777,-1.6,4784,-5,1801,10,0
4421,babydilly,"NA1_4240223487",18,17,11886,1.6,8780,-1,1224,10,1
4422,babydilly,"NA1_4240220231",15,26,9336,1,12039,3,1711,10,1
4423,babydilly,"NA1_4239226774",0,-5,1110,0.2,3062,0,1918,10,1
4424,babydilly,"NA1_4236678648",12,25,11372,1.4,8336,3,1954,10,1
4425,babydilly,"NA1_4236619550",-21,-35,-11279,-1.4,-18249,-2,2147,10,0
4426,babydilly,"NA1_4236613827",-13,-15,-11265,-1.4,-15188,-4,2020,10,0
4427,babydilly,"NA1_4235853116",-3,-6,168,0.8,13871,-3,1864,10,1
4428,babydilly,"NA1_4235796802",17,16,9797,1.8,9553,-1,1674,10,1
4429,babydilly,"NA1_4234767842",-13,-6,-11842,-0.6,-13496,-4,1987,10,0
4430,babydilly,"NA1_4234761109",-10,3,-4865,-1,-5057,-1,2016,10,0
4431,babydilly,"NA1_4233894376",-27,-15,-18702,-2,-21574,-3,1722,10,0
4432,babydilly,"NA1_4228498948",13,36,8402,2,-2567,-1,1813,10,1
4433,babydilly,"NA1_4228500761",-8,-19,-7169,-1,-16631,-3,1747,10,0
4434,babydilly,"NA1_4228452610",-18,-41,-16482,-2.6,-19088,-5,1802,10,0
4435,babydilly,"NA1_4227246613",10,6,6155,0.4,14123,3,1834,10,1
4436,babydilly,"NA1_4227138167",-20,-3,-10938,-1.8,-12191,-4,1633,10,0
4437,babydilly,"NA1_4227102080",-21,-12,-15064,-1.4,-20044,-2,1729,10,0
4438,babydilly,"NA1_4226976490",-19,-14,-14680,-1.8,-15702,-1,1300,10,0
4439,babydilly,"NA1_4226951735",-20,-51,-13434,-1.6,-26244,-2,1674,10,0
4440,babydilly,"NA1_4226104227",-14,-21,-13138,-1.2,-19929,1,1395,10,0
4441,babydilly,"NA1_4225970825",-6,-1,-7712,-0.6,-4707,-1,2339,10,0
4442,EatinGood,"NA1_4260180915",-20,-27,-10773,-1,-20100,-3,1875,10,0
4443,EatinGood,"NA1_4257614412",-7,-12,-8599,-1.2,-12594,1,1406,10,0
4444,EatinGood,"NA1_4257565813",9,34,6089,1.6,-298,0,1770,10,1
4445,EatinGood,"NA1_4256606943",-17,-7,-13989,-1.6,-14441,-2,970,10,0
4446,EatinGood,"NA1_4256582495",-28,-34,-15919,-2.2,-18209,-2,1389,10,0
4447,EatinGood,"NA1_4255737382",-24,-45,-12911,-2,-14493,-1,1462,10,0
4448,EatinGood,"NA1_4246437735",-17,-34,-7475,-1.4,-17691,-4,1692,10,0
4449,EatinGood,"NA1_4240231613",14,20,10942,1.8,18943,2,1150,10,1
4450,EatinGood,"NA1_4229721083",8,29,-73,0.6,-5430,1,1448,10,1
4451,EatinGood,"NA1_4229666786",-19,-26,-15650,-2.2,-15451,-2,1051,10,0
4452,EatinGood,"NA1_4229247254",24,30,5171,0,-2940,3,2888,10,1
4453,EatinGood,"NA1_4214197956",3,5,-1824,-0.2,-12580,-1,2614,10,0
4454,EatinGood,"NA1_4214183043",9,5,11075,0.8,6501,4,1644,10,1
4455,EatinGood,"NA1_4203993471",24,31,12299,1.2,15244,0,1215,10,1
4456,EatinGood,"NA1_4203974068",8,7,1361,0.2,12099,2,1950,10,1
4457,EatinGood,"NA1_4203876187",-5,-9,-5717,-1.6,-5164,0,1771,10,0
4458,EatinGood,"NA1_4203817697",-8,-31,-10342,-1.4,-15036,-2,1631,10,0
4459,EatinGood,"NA1_4203799515",16,37,9572,0.8,14582,2,1620,10,1
4460,EatinGood,"NA1_4203791905",13,45,8507,1.6,10896,-1,1560,10,1
4461,EatinGood,"NA1_4203002051",22,32,10898,1.8,16156,4,1650,10,1
4462,EatinGood,"NA1_4202946969",9,16,6213,0.2,6193,2,2196,10,1
4463,EatinGood,"NA1_4202951134",15,38,9523,1.4,11618,-3,1772,10,1
4464,EatinGood,"NA1_4202768971",17,31,18298,1.8,20972,3,1277,10,1
4465,EatinGood,"NA1_4202209331",26,16,13508,1.6,19275,2,1591,10,1
4466,EatinGood,"NA1_4202242456",14,22,17044,2.2,16920,3,1369,10,1
4467,EatinGood,"NA1_4196600911",1,18,-3680,-1,-4881,-1,1957,10,0
4468,EatinGood,"NA1_4190931009",1,0,-6612,-1.4,1698,0,1634,10,0
4469,EatinGood,"NA1_4190816241",-25,-24,-18519,-2,-22792,-1,1406,10,0
4470,EatinGood,"NA1_4189093253",24,31,15391,2.2,16110,-1,1539,10,1
4471,EatinGood,"NA1_4188998324",17,33,15735,1.6,17856,1,1482,10,1
4472,EatinGood,"NA1_4189012130",-14,-23,-10001,-1.6,-11345,-4,1588,10,0
4473,EatinGood,"NA1_4176539031",7,21,6934,1.6,7826,2,1690,10,1
4474,EatinGood,"NA1_4176483085",11,13,9423,1.2,10345,0,1629,10,1
4475,EatinGood,"NA1_4176463945",8,35,5753,0.6,16222,-1,2022,10,1
4476,EatinGood,"NA1_4175299529",13,19,5238,0.2,12361,1,1575,10,1
4477,EatinGood,"NA1_4170468014",16,24,3271,0.6,189,3,1954,10,1
4478,EatinGood,"NA1_4170453274",7,26,9504,1.2,11337,0,1748,10,1
4479,EatinGood,"NA1_4170377814",-17,-30,-5128,-1.6,-11225,-4,1922,10,0
4480,EatinGood,"NA1_4098085383",-4,6,-8320,-1,-7460,0,1733,10,0
4481,EatinGood,"NA1_4098048661",5,6,6901,1,6594,4,1727,10,1
4482,EatinGood,"NA1_4098022674",-1,-2,4000,0.4,20779,1,1894,10,1
4483,EatinGood,"NA1_4097965567",-4,-16,-11791,-1.6,-17704,-4,1711,10,0
4484,EatinGood,"NA1_4097150169",0,-12,-3665,-0.6,-12725,-2,2583,10,0
4485,EatinGood,"NA1_4097085193",11,11,12357,1.4,5896,-1,2016,10,1
4486,EatinGood,"NA1_4097018432",-11,0,-5688,-0.2,-19492,-2,2495,10,0
4487,EatinGood,"NA1_4097011453",-13,-25,-6572,-0.8,-9227,-1,2242,10,0
4488,EatinGood,"NA1_4085172355",-3,12,-4623,-0.4,-4896,-1,2296,10,0
4489,EatinGood,"NA1_4085099459",7,6,9230,1,13226,1,2121,10,1
4490,EatinGood,"NA1_4085115729",-8,-10,-6972,-1,-13922,1,1936,10,0
4491,EatinGood,"NA1_4085102474",-12,-14,-7852,-1.2,-19591,-4,1749,10,0
4492,Dekar Fangirl,"NA1_4192205621",13,21,2383,0.6,-2551,0,1334,10,1
4493,Dekar Fangirl,"NA1_4192118239",19,43,9117,0.4,144,1,2677,10,1
4494,Dekar Fangirl,"NA1_4192099259",-8,-32,-5475,-1,6956,-3,2053,10,1
4495,Dekar Fangirl,"NA1_4184194456",26,38,9107,0.8,9184,0,2136,10,1
4496,Dekar Fangirl,"NA1_4184161669",25,41,18329,2.2,23392,3,1360,10,1
4497,Dekar Fangirl,"NA1_4184135785",-15,-24,-13315,-1.8,-18312,-3,1466,10,0
4498,Dekar Fangirl,"NA1_4184122256",17,19,14513,1.8,19046,1,1479,10,1
4499,Dekar Fangirl,"NA1_4184096424",14,17,12142,1.6,18181,2,1584,10,1
4500,Dekar Fangirl,"NA1_4182780712",-24,-29,-16311,-1.8,-17147,-4,1548,10,0
4501,Dekar Fangirl,"NA1_4182776012",-9,-5,-9899,-1.2,-20473,-3,1475,10,0
4502,Dekar Fangirl,"NA1_4181826792",-13,-24,-8330,-0.8,-5814,-3,1273,10,0
4503,Dekar Fangirl,"NA1_4181801199",9,23,7541,0.8,2085,0,1692,10,1
4504,Dekar Fangirl,"NA1_4181175884",-5,-8,-5505,-0.6,-16988,-2,1327,10,0
4505,Dekar Fangirl,"NA1_4181099524",20,47,12293,1.8,4046,3,1853,10,1
4506,Dekar Fangirl,"NA1_4181102373",7,10,12263,1,18682,3,1299,10,1
4507,Dekar Fangirl,"NA1_4169493961",-13,-42,-6526,-1.2,-13243,2,1928,10,0
4508,Dekar Fangirl,"NA1_4169448278",24,60,13797,1.2,22592,2,1738,10,1
4509,Dekar Fangirl,"NA1_4169453314",6,31,978,0.4,16,0,1682,10,1
4510,Dekar Fangirl,"NA1_4169397316",-19,-6,-15273,-1.2,-18353,-3,1462,10,0
4511,Dekar Fangirl,"NA1_4169355742",8,12,5212,1.2,655,2,865,10,1
4512,Dekar Fangirl,"NA1_4169360551",-9,-8,-9331,-1.4,-14803,-1,1851,10,0
4513,Dekar Fangirl,"NA1_4168889111",-8,3,-7233,-0.4,-22290,-3,1919,10,0
4514,Dekar Fangirl,"NA1_4168881950",-19,-11,-11682,-1.6,-12824,-2,1363,10,0
4515,Dekar Fangirl,"NA1_4168764693",11,38,11219,0.6,10468,2,2328,10,1
4516,Dekar Fangirl,"NA1_4168733719",-6,-17,-9741,-1.8,-9613,0,1896,10,0
4517,Dekar Fangirl,"NA1_4129829542",2,-3,4327,-0.8,10392,3,2146,10,1
4518,Dekar Fangirl,"NA1_4129872499",-13,-3,-9562,-1.6,-10608,1,1992,10,0
4519,Dekar Fangirl,"NA1_4129789046",-9,-22,-7626,-1.6,-5543,0,1873,10,0
4520,Dekar Fangirl,"NA1_4129774617",-10,-36,-10435,-2,-11108,-3,2017,10,0
4521,Dekar Fangirl,"NA1_4129781366",12,16,13107,2,20776,1,1407,10,1
4522,Dekar Fangirl,"NA1_4129746194",-6,-6,-2579,-1,6812,-3,2021,10,0
4523,Dekar Fangirl,"NA1_3981329442",-25,-41,-11892,-1.4,-1471,-1,1455357,10,0
4524,Dekar Fangirl,"NA1_3981267431",-21,-11,-14169,-2.4,-12711,-2,947725,10,0
4525,Dekar Fangirl,"NA1_3958102065",4,9,4264,1,3558,2,1131174,10,1
4526,Dekar Fangirl,"NA1_3958110176",-11,-18,-5393,-0.8,-4560,-2,922995,10,0
4527,Mr Bleusky,"NA1_4262112683",21,27,15965,1.2,18806,2,1163,10,1
4528,Mr Bleusky,"NA1_4236165961",9,19,5854,1,-495,2,1393,10,1
4529,Mr Bleusky,"NA1_4236193256",7,-3,10338,1.6,5349,0,1626,10,1
4530,Mr Bleusky,"NA1_4236170830",-17,-27,-13371,-1.4,-11712,0,1620,10,0
4531,Mr Bleusky,"NA1_4236127614",-10,-12,-6764,-0.4,-16776,2,1602,10,0
4532,Mr Bleusky,"NA1_4236094975",11,13,7884,1.4,4388,-1,1320,10,1
4533,Mr Bleusky,"NA1_4233176362",11,0,12697,1.2,16639,3,1872,10,1
4534,Mr Bleusky,"NA1_4232627720",7,5,10252,1.2,13309,0,1658,10,1
4535,Mr Bleusky,"NA1_4222224666",-17,-24,-5578,-0.8,-7525,-1,2209,10,0
4536,Mr Bleusky,"NA1_4222146904",5,33,6889,0.4,6522,-3,2431,10,1
4537,Mr Bleusky,"NA1_4222106963",-14,-20,-8737,-0.8,-15817,-1,1915,10,0
4538,Mr Bleusky,"NA1_4222083278",-21,-38,-16482,-2.8,-22799,-2,1320,10,0
4539,Mr Bleusky,"NA1_4208724950",-16,-38,-11238,-1.4,-7618,-1,1330,10,0
4540,Mr Bleusky,"NA1_4208647168",4,20,2369,0,13414,0,2184,10,1
4541,Mr Bleusky,"NA1_4208652005",-8,-5,-6919,-0.8,-4675,-3,1234,10,0
4542,Mr Bleusky,"NA1_4208576503",6,7,9112,1,16451,-1,1440,10,1
4543,Mr Bleusky,"NA1_4206416428",-16,-13,-9767,-0.8,-16891,-4,1438,10,0
4544,Mr Bleusky,"NA1_4206381185",-12,-24,-11339,-1.8,-15850,0,1434,10,0
4545,Mr Bleusky,"NA1_4204648744",-10,-7,-9248,-1.2,-12430,-1,1956,10,0
4546,Mr Bleusky,"NA1_4200380101",-7,-17,-6220,-1.2,-711,-2,2114,10,0
4547,Mr Bleusky,"NA1_4200324462",-12,-17,-10094,-1.2,-8132,-2,908,10,0
4548,Mr Bleusky,"NA1_4200266629",-18,-28,-13086,-2.2,-12410,-4,1679,10,0
4549,SawConMyPęen,"NA1_4254151363",16,25,11693,1.4,13789,5,2160,10,1
4550,SawConMyPęen,"NA1_4254107248",-17,-11,-4203,-0.6,-20482,-4,1905,10,0
4551,SawConMyPęen,"NA1_4253505535",11,28,10713,1.8,9764,1,1697,10,1
4552,SawConMyPęen,"NA1_4253491278",21,43,13183,2,3260,4,1646,10,1
4553,SawConMyPęen,"NA1_4253467205",-8,-16,-9874,-0.6,-17914,3,1214,10,0
4554,SawConMyPęen,"NA1_4234763073",-19,-18,-10716,-1.6,-17904,-2,1752,10,0
4555,SawConMyPęen,"NA1_4234678262",-2,-10,-5942,-1,-8069,-1,1763,10,0
4556,SawConMyPęen,"NA1_4231249416",8,3,10283,1.4,20487,2,1398,10,1
4557,SawConMyPęen,"NA1_4231226516",15,19,13799,2.2,12286,0,1512,10,1
4558,SawConMyPęen,"NA1_4229393346",35,34,14219,1.8,17903,1,1868,10,1
4559,SawConMyPęen,"NA1_4229349160",-33,-27,-20424,-3,-23950,-2,1080,10,0
4560,SawConMyPęen,"NA1_4229352697",-9,-29,-12058,-2,-13076,2,1693,10,0
4561,SawConMyPęen,"NA1_4223382345",4,18,-5517,-0.8,-1802,-4,2118,10,0
4562,SawConMyPęen,"NA1_4223303767",-8,-7,5797,0,25689,5,1950,10,1
4563,SawConMyPęen,"NA1_4222110120",-13,-15,-10982,-1.2,-9767,-1,1302,10,0
4564,SawConMyPęen,"NA1_4221202655",-5,-9,-3864,-0.4,-4908,-3,1417,10,0
4565,SawConMyPęen,"NA1_4220899538",14,28,11273,1,12646,1,1556,10,1
4566,SawConMyPęen,"NA1_4217878364",33,39,19784,2.4,24876,2,1591,10,1
4567,SawConMyPęen,"NA1_4217843107",-12,-14,-9028,-1,-14655,-2,1799,10,0
4568,SawConMyPęen,"NA1_4217804434",4,19,-978,0.6,-5770,-4,2015,10,1
4569,SawConMyPęen,"NA1_4215300126",12,22,7660,0.4,11304,-2,2386,10,1
4570,SawConMyPęen,"NA1_4215287165",-17,-24,-8469,-1.4,-17760,-4,1635,10,0
4571,SawConMyPęen,"NA1_4215255671",18,20,13420,2,13898,4,1809,10,1
4572,SawConMyPęen,"NA1_4215283327",-19,-37,-12752,-2,-20224,-1,1841,10,0
4573,SawConMyPęen,"NA1_4208522514",5,21,6060,-0.2,18369,2,1793,10,1
4574,SawConMyPęen,"NA1_4208505189",-6,-40,-4012,-0.4,4011,-1,2208,10,0
4575,SawConMyPęen,"NA1_4208510398",11,12,8320,1,17937,4,1606,10,1
4576,SawConMyPęen,"NA1_4208456130",-28,-33,-15293,-1.8,-14025,-1,1676,10,0
4577,SawConMyPęen,"NA1_4208451968",20,30,8900,1.4,19384,2,1771,10,1
4578,SawConMyPęen,"NA1_4208367537",-13,-28,-10886,-1.4,-6650,0,1858,10,0
4579,SawConMyPęen,"NA1_4208345068",16,17,13850,1.8,12396,3,1348,10,1
4580,SawConMyPęen,"NA1_4208342889",24,58,17595,1.8,21010,2,1115,10,1
4581,SawConMyPęen,"NA1_4208340336",-25,-32,-16671,-2,-19578,-3,1283,10,0
4582,SawConMyPęen,"NA1_4208306069",-9,-3,-6374,-0.2,9099,-1,2735,10,1
4583,SawConMyPęen,"NA1_4206377367",-23,-21,-10901,-1.6,-6345,-2,1562,10,0
4584,SawConMyPęen,"NA1_4206399778",13,0,2690,1,1211,3,2035,10,1
4585,SawConMyPęen,"NA1_4205133965",16,10,12375,1.6,10738,2,860,10,1
4586,SawConMyPęen,"NA1_4205104530",19,36,8576,1,5882,4,1797,10,1
4587,SawConMyPęen,"NA1_4205017413",20,37,8491,1.2,12243,4,1643,10,1
4588,SawConMyPęen,"NA1_4204988572",19,5,10520,0,17512,3,1990,10,1
4589,SawConMyPęen,"NA1_4202361024",-5,8,-6293,-0.6,-17593,0,1835,10,0
4590,SawConMyPęen,"NA1_4200933171",6,-4,5990,0.6,1080,1,1543,10,1
4591,SawConMyPęen,"NA1_4200878290",-13,-14,-9632,-1.6,-3840,-2,1750,10,0
4592,SawConMyPęen,"NA1_4200845619",-12,-22,-11762,-1.4,-14225,2,1860,10,0
4593,SawConMyPęen,"NA1_4200818935",-12,-59,-3605,-1.6,-2894,0,2158,10,0
4594,SawConMyPęen,"NA1_4200805932",-9,-14,-6950,-1,-3997,4,1495,10,0
4595,SawConMyPęen,"NA1_4198768674",-18,-32,-8487,-1.2,-9108,-3,1895,10,0
4596,SawConMyPęen,"NA1_4198717956",18,13,12701,1.2,14706,-1,1995,10,1
4597,SawConMyPęen,"NA1_4198741208",19,26,15342,1.4,14222,2,1107,10,1
4598,SawConMyPęen,"NA1_4198473387",-22,-44,-9399,-1.2,-6353,-2,1493,10,0
4599,SuperSleepySquid,"NA1_4267493327",-6,-15,4880,0.6,-2242,-1,2195,10,1
4600,SuperSleepySquid,"NA1_4267420773",-3,-10,7804,0.6,14941,-1,1718,10,1
4601,SuperSleepySquid,"NA1_4266189931",-10,-20,-9155,-1.6,-12758,-1,2016,10,0
4602,SuperSleepySquid,"NA1_4265098765",3,-30,11635,0.2,14323,3,2675,10,1
4603,SuperSleepySquid,"NA1_4265065355",12,16,8965,1.6,7620,0,1222,10,1
4604,SuperSleepySquid,"NA1_4265042215",-39,-56,-19345,-2.2,-5161,-2,1566,10,0
4605,SuperSleepySquid,"NA1_4265035351",-22,-37,-17101,-1.2,-18499,-2,1599,10,0
4606,SuperSleepySquid,"NA1_4258639604",-7,2,-11170,-1.8,-9532,-2,1732,10,0
4607,SuperSleepySquid,"NA1_4258644968",13,28,9991,1.2,11795,2,1561,10,1
4608,SuperSleepySquid,"NA1_4257998842",-17,-12,-11320,-1.4,-4926,-2,1740,10,0
4609,SuperSleepySquid,"NA1_4257802947",7,16,-3286,-0.2,-17448,0,1764,10,0
4610,SuperSleepySquid,"NA1_4257770370",-16,-15,-12303,-1.4,-16661,0,1831,10,0
4611,SuperSleepySquid,"NA1_4257735135",20,14,7686,1,-1894,4,1645,10,1
4612,SuperSleepySquid,"NA1_4257701353",-15,-21,-8102,-1.2,-6428,-1,1413,10,0
4613,SuperSleepySquid,"NA1_4257635358",-7,-23,-9420,-2,-8950,-1,1763,10,0
4614,SuperSleepySquid,"NA1_4257549301",-3,-11,2110,-0.2,6147,-1,1511,10,1
4615,SuperSleepySquid,"NA1_4255682748",20,19,11752,1.8,7444,2,938,10,1
4616,SuperSleepySquid,"NA1_4255634352",-11,-5,5179,-0.2,9953,3,2001,10,1
4617,SuperSleepySquid,"NA1_4255616417",18,-5,14386,1.4,21656,3,1264,10,1
4618,SuperSleepySquid,"NA1_4210307165",11,13,10913,1.8,16152,2,1663,10,1
4619,SuperSleepySquid,"NA1_4189040364",2,-6,-1434,0.2,5514,0,1803,10,1
4620,SuperSleepySquid,"NA1_4168850326",3,9,2425,0.6,5244,0,2125,10,1
4621,SuperSleepySquid,"NA1_4168761732",-19,-25,-16854,-1.8,-20171,-4,1616,10,0
4622,SuperSleepySquid,"NA1_4168703667",-6,-17,-2484,-0.4,-8758,1,1479,10,0
4623,SuperSleepySquid,"NA1_4168530702",25,35,14171,1.8,11835,4,1538,10,1
4624,SuperSleepySquid,"NA1_4168196951",23,20,15284,2.2,19756,3,1777,10,1
4625,SuperSleepySquid,"NA1_4168180281",5,2,6412,0.2,16117,-1,2082,10,1
4626,SuperSleepySquid,"NA1_4166234568",-12,-10,-11407,-0.6,-21381,0,2241,10,0
4627,SuperSleepySquid,"NA1_4161207571",-2,-8,2999,0,8221,0,2495,10,1
4628,SuperSleepySquid,"NA1_4161168289",-35,-22,-15879,-1.8,-11444,-2,1483,10,0
4629,SuperSleepySquid,"NA1_4161141306",2,-12,10636,1.4,16014,0,1795,10,1
4630,SuperSleepySquid,"NA1_4161054771",21,27,12474,1.8,21471,1,1451,10,1
4631,SuperSleepySquid,"NA1_4161020666",-31,-39,-18056,-1.6,-20136,-2,997,10,0
4632,SuperSleepySquid,"NA1_4160935357",-12,-46,-1257,0,16087,-3,2755,10,1
4633,SuperSleepySquid,"NA1_4158760565",-4,-28,-4781,-0.2,-7535,-3,2140,10,0
4634,SuperSleepySquid,"NA1_4158720042",-12,-19,-9318,-1.6,-13157,-1,1853,10,0
4635,SuperSleepySquid,"NA1_4158642658",-14,-24,-11020,-1.8,-15704,-3,2074,10,0
4636,SuperSleepySquid,"NA1_4158586868",7,-4,6394,0.8,8195,3,1210,10,1
4637,SuperSleepySquid,"NA1_4158548359",-16,-24,-12454,-1.8,-15568,-3,1404,10,0
4638,SuperSleepySquid,"NA1_4156168771",-3,-10,-50,0,-1550,-5,2606,10,0
4639,SuperSleepySquid,"NA1_4156037744",-18,-16,-10641,-1.2,-14339,-4,1448,10,0
4640,SuperSleepySquid,"NA1_4155968970",1,34,-3609,0,-8632,-1,2423,10,0
4641,SuperSleepySquid,"NA1_4155971309",25,28,10825,1.2,9550,4,1619,10,1
4642,SuperSleepySquid,"NA1_4155679116",-11,-32,-8983,-1,-19342,-3,1986,10,0
4643,SuperSleepySquid,"NA1_4155264015",12,11,-5351,0,3135,4,2711,10,0
4644,SuperSleepySquid,"NA1_4153556138",-10,-5,-13295,-1.6,-15268,-3,1427,10,0
4645,SuperSleepySquid,"NA1_4153499335",2,2,8606,1,27945,2,1866,10,1
